,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,1. gang registrert,Hjuldrift,Effekt,Vekt,Antall seter,Karosseri,Antall dører,Salgsform,Avgiftsklasse,Maksimal tilhengervekt
7679,342020708,2020,65 000 km,Automat,El + Bensin,4 305 kr (avgifter),19.12.2019,Bakhjulsdrift,292 Hk,1 770 kg,5,Sedan,4,Bruktbil til salgs,Personbil,750 kg
7680,342019485,2020,56 310 km,Automat,El + Bensin,4 305 kr (avgifter),17.12.2020,Firehjulsdrift,394 Hk,2 435 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 700 kg
7683,342017518,2020,55 418 km,Automat,Diesel,2 336 kr (avgifter),18.01.2021,Firehjulsdrift,204 Hk,2 053 kg,2,Pickup,4,Bruktbil til salgs,Varebil,3 500 kg
7685,342016854,2020,47 200 km,Automat,Elektrisitet,7 129 kr (avgifter),29.01.2021,Forhjulsdrift,204 Hk,1 685 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,300 kg
7687,342009169,2020,26 900 km,Automat,El + Diesel,4 305 kr (avgifter),26.11.2020,Bakhjulsdrift,306 Hk,2 065 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 100 kg
7688,342005310,2020,51 667 km,Automat,Diesel,1 476 kr (avgifter),10.12.2020,Forhjulsdrift,131 Hk,1 397 kg,3,Kasse,5,Bruktbil til salgs,Varebil,1 350 kg
7689,341998104,2020,39 450 km,Automat,El + Bensin,4 305 kr (avgifter),21.10.2019,Firehjulsdrift,390 Hk,2 161 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 100 kg
7690,341997963,2020,44 102 km,Automat,El + Bensin,4 305 kr (avgifter),03.08.2020,Firehjulsdrift,392 Hk,2 075 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
7691,341988346,2020,101 728 km,Manuell,Diesel,1 476 kr (avgifter),16.01.2020,Firehjulsdrift,122 Hk,1 434 kg,2,Stasjonsvogn,6,Bruktbil til salgs,Varebil,1 500 kg
7692,341994087,2020,60 600 km,Automat,El + Bensin,4 305 kr (avgifter),25.03.2020,Forhjulsdrift,272 Hk,1 778 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 600 kg
7693,341993972,2020,109 600 km,Automat,El + Bensin,4 305 kr (avgifter),18.02.2020,Forhjulsdrift,218 Hk,1 780 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 600 kg
7695,341993392,2020,56 151 km,Automat,El + Bensin,4 305 kr (avgifter),01.08.2019,Firehjulsdrift,392 Hk,2 075 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
7696,341993211,2020,117 057 km,Manuell,Bensin,3 074 kr (avgifter),19.09.2019,Forhjulsdrift,116 Hk,1 243 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 300 kg
7697,341993142,2020,170 075 km,Automat,Diesel,4 305 kr (avgifter),12.12.2019,Firehjulsdrift,184 Hk,1 582 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
7698,341992446,2020,59 896 km,Automat,El + Bensin,4 305 kr (avgifter),16.07.2020,Firehjulsdrift,390 Hk,2 161 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 100 kg
7699,341992338,2020,90 166 km,Automat,Diesel,1 476 kr (avgifter),26.03.2020,Firehjulsdrift,150 Hk,1 689 kg,2,Kasse,6,Bruktbil til salgs,Varebil,1 450 kg
7700,341990168,2020,112 725 km,Automat,Diesel,4 305 kr (avgifter),20.06.2019,Forhjulsdrift,150 Hk,1 681 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 800 kg
7702,341986862,2020,107 816 km,Automat,El + Bensin,4 305 kr (avgifter),12.09.2019,Firehjulsdrift,390 Hk,2 161 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 100 kg
7703,341969536,2020,92 755 km,Automat,Diesel,1 476 kr (avgifter),27.05.2020,Firehjulsdrift,213 Hk,2 268 kg,2,Pickup,5,Bruktbil til salgs,Varebil,3 500 kg
7705,341961541,2020,57 000 km,Automat,Elektrisitet,4 305 kr (avgifter),23.12.2020,Firehjulsdrift,408 Hk,2 192 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
7707,341958923,2020,65 275 km,Automat,El + Bensin,4 305 kr (avgifter),30.06.2020,Forhjulsdrift,218 Hk,1 665 kg,5,Sedan,4,Bruktbil til salgs,Personbil,1 600 kg
7710,341952698,2020,52 096 km,Automat,El + Bensin,4 305 kr (avgifter),28.10.2020,Forhjulsdrift,122 Hk,1 420 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,725 kg
7711,341949223,2020,26 000 km,Automat,Elektrisitet,1 476 kr (avgifter),30.09.2020,Forhjulsdrift,60 Hk,1 408 kg,2,Kasse,4,Bruktbil til salgs,Varebil,322 kg
7712,341947535,2020,88 505 km,Automat,Elektrisitet,4 305 kr (avgifter),11.08.2020,Firehjulsdrift,360 Hk,2 480 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 800 kg
7714,341947208,2020,58 100 km,Automat,El + Bensin,4 305 kr (avgifter),28.09.2020,Forhjulsdrift,122 Hk,1 285 kg,5,Kombi 5-dørs,4,Bruktbil til salgs,Personbil,750 kg
7716,341946336,2020,38 200 km,Automat,El + Bensin,4 305 kr (avgifter),09.01.2020,Forhjulsdrift,122 Hk,1 290 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,750 kg
7717,341945802,2020,51 113 km,Automat,El + Bensin,7 129 kr (avgifter),21.01.2021,Firehjulsdrift,457 Hk,2 466 kg,7,SUV/Offroad,4,Bruktbil til salgs,Personbil,2 500 kg
7718,341945195,2020,51 500 km,Manuell,Bensin,3 074 kr (avgifter),26.02.2020,Forhjulsdrift,95 Hk,1 089 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 000 kg
7720,341943653,2020,67 200 km,Automat,Diesel,1 476 kr (avgifter),23.06.2020,Forhjulsdrift,122 Hk,1 770 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 200 kg
7721,341922216,2020,68 000 km,Automat,El + Bensin,4 305 kr (avgifter),13.12.2019,Forhjulsdrift,218 Hk,1 760 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 600 kg
7724,341941472,2020,125 387 km,Automat,Diesel,4 305 kr (avgifter),14.10.2020,Firehjulsdrift,190 Hk,1 612 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 200 kg
7726,341940236,2020,105 000 km,Automat,El + Bensin,4 305 kr (avgifter),11.12.2019,Firehjulsdrift,390 Hk,2 091 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 100 kg
7728,341939664,2020,47 400 km,Automat,Elektrisitet,1 476 kr (avgifter),23.04.2020,Forhjulsdrift,110 Hk,1 539 kg,2,Kasse,4,Bruktbil til salgs,Varebil,410 kg
7730,341938673,2020,59 600 km,Automat,El + Bensin,4 305 kr (avgifter),05.02.2020,Firehjulsdrift,405 Hk,2 091 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
7732,341935775,2020,36 600 km,Automat,Elektrisitet,4 305 kr (avgifter),13.10.2020,Forhjulsdrift,204 Hk,1 685 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,300 kg
7733,341934477,2020,62 340 km,Automat,Bensin,4 305 kr (avgifter),19.07.2019,Firehjulsdrift,333 Hk,1 645 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 800 kg
7735,341934132,2020,99 880 km,Automat,Diesel,4 305 kr (avgifter),07.11.2019,Firehjulsdrift,190 Hk,1 697 kg,5,SUV/Offroad,4,Bruktbil til salgs,Personbil,2 500 kg
7737,341934036,2020,71 800 km,Automat,Diesel,1 476 kr (avgifter),27.08.2020,Forhjulsdrift,131 Hk,1 397 kg,3,Kasse,5,Bruktbil til salgs,Varebil,1 350 kg
7738,341931892,2020,31 600 km,Automat,Bensin,4 305 kr (avgifter),22.01.2020,Forhjulsdrift,150 Hk,1 271 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 250 kg
7739,341928220,2020,64 121 km,Automat,Elektrisitet,4 305 kr (avgifter),06.01.2020,Forhjulsdrift,136 Hk,1 605 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 020 kg
7740,341926156,2020,103 030 km,Automat,Diesel,1 476 kr (avgifter),18.03.2020,Firehjulsdrift,213 Hk,2 383 kg,2,Pickup,4,Bruktbil til salgs,Varebil,3 500 kg
7741,341926124,2020,50 000 km,Automat,Bensin,3 074 kr (avgifter),23.01.2020,Forhjulsdrift,95 Hk,1 110 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 000 kg
7744,341923929,2020,18 689 km,Automat,El + Bensin,4 305 kr (avgifter),20.05.2020,Firehjulsdrift,224 Hk,1 890 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
7745,341923806,2020,24 500 km,Automat,El + Bensin,7 129 kr (avgifter),30.03.2022,Firehjulsdrift,240 Hk,1 860 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 250 kg
7749,341919344,2020,71 000 km,Automat,Elektrisitet,4 305 kr (avgifter),28.12.2020,Forhjulsdrift,204 Hk,1 685 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,300 kg
7750,341918525,2020,44 481 km,Automat,El + Bensin,4 305 kr (avgifter),22.04.2020,Forhjulsdrift,218 Hk,1 660 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 600 kg
7752,341918069,2020,85 000 km,Automat,Elektrisitet,4 305 kr (avgifter),27.03.2020,Firehjulsdrift,313 Hk,2 436 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 800 kg
7753,341917929,2020,75 600 km,Automat,Diesel,1 476 kr (avgifter),29.10.2020,Forhjulsdrift,122 Hk,1 770 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 200 kg
7755,341916703,2020,67 000 km,Automat,Elektrisitet,6 868 kr (avgifter),10.03.2020,Bakhjulsdrift,325 Hk,1 658 kg,5,Sedan,5,Bruktbil til salgs,Personbil,1 000 kg
7756,341916377,2020,46 650 km,Automat,Elektrisitet,4 305 kr (avgifter),06.11.2020,Forhjulsdrift,204 Hk,1 685 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,300 kg
7758,341915736,2020,43 900 km,Automat,Diesel,4 305 kr (avgifter),22.06.2020,Firehjulsdrift,150 Hk,2 032 kg,5,SUV/Offroad,4,Bruktbil til salgs,Personbil,2 200 kg
7759,341915331,2020,54 200 km,Automat,El + Bensin,4 305 kr (avgifter),31.07.2020,Forhjulsdrift,262 Hk,1 670 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 600 kg
7760,341915187,2020,45 799 km,Automat,El + Bensin,4 305 kr (avgifter),10.12.2020,Firehjulsdrift,197 Hk,1 785 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
7762,341914807,2020,71 831 km,Automat,Elektrisitet,4 305 kr (avgifter),16.12.2019,Firehjulsdrift,491 Hk,1 905 kg,5,Sedan,5,Bruktbil til salgs,Personbil,1 000 kg
7764,341913731,2020,42 500 km,Automat,El + Bensin,4 305 kr (avgifter),05.08.2020,Firehjulsdrift,150 Hk,1 685 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 870 kg
7766,341913107,2020,57 000 km,Automat,Elektrisitet,4 305 kr (avgifter),30.01.2020,Firehjulsdrift,400 Hk,2 133 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,750 kg
7767,341912374,2020,112 300 km,Automat,Diesel,4 305 kr (avgifter),03.07.2020,Firehjulsdrift,184 Hk,1 569 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
7768,341911670,2020,55 235 km,Automat,Diesel,1 476 kr (avgifter),28.08.2020,Firehjulsdrift,150 Hk,1 543 kg,2,Kasse,4,Bruktbil til salgs,Varebil,1 450 kg
7771,341909540,2020,57 896 km,Automat,El + Diesel,4 305 kr (avgifter),03.03.2020,Firehjulsdrift,136 Hk,1 625 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 600 kg
7772,341907650,2020,102 000 km,Manuell,Diesel,1 476 kr (avgifter),30.12.2019,Forhjulsdrift,102 Hk,1 458 kg,2,Kasse,5,Bruktbil til salgs,Varebil,1 500 kg
7773,341907263,2020,87 550 km,Automat,Diesel,1 476 kr (avgifter),25.02.2020,Firehjulsdrift,258 Hk,2 284 kg,2,Pickup,4,Bruktbil til salgs,Varebil,3 500 kg
7775,341905291,2020,29 800 km,Automat,Bensin,4 305 kr (avgifter),14.08.2020,Firehjulsdrift,639 Hk,2 080 kg,4,Sedan,5,Bruktbil til salgs,Personbil,2 100 kg
7777,341905006,2020,46 000 km,Automat,Diesel,1 476 kr (avgifter),30.12.2019,Forhjulsdrift,185 Hk,2 080 kg,3,Kasse,4,Bruktbil til salgs,Varebil,1 600 kg
7778,341904977,2020,44 950 km,Automat,El + Bensin,7 129 kr (avgifter),08.03.2021,Firehjulsdrift,240 Hk,1 860 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 250 kg
7779,341904696,2020,129 000 km,Automat,Diesel,1 476 kr (avgifter),11.02.2020,Firehjulsdrift,150 Hk,2 035 kg,2,Pickup,2,Bruktbil til salgs,Varebil,3 100 kg
7780,341904056,2020,42 500 km,Automat,El + Bensin,4 305 kr (avgifter),24.03.2020,Firehjulsdrift,320 Hk,1 820 kg,5,Sedan,4,Bruktbil til salgs,Personbil,1 800 kg
7781,341903437,2020,106 000 km,Automat,Diesel,4 305 kr (avgifter),14.11.2019,Firehjulsdrift,190 Hk,1 612 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,2 200 kg
7782,341902877,2020,47 787 km,Automat,El + Bensin,4 305 kr (avgifter),27.03.2020,Forhjulsdrift,300 Hk,1 840 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 250 kg
7783,341902695,2020,50 100 km,Automat,El + Bensin,4 305 kr (avgifter),10.12.2019,Firehjulsdrift,394 Hk,2 435 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 700 kg
7785,341902524,2020,59 500 km,Automat,Diesel,2 336 kr (avgifter),28.04.2021,Firehjulsdrift,150 Hk,1 618 kg,2,Kasse,3,Bruktbil til salgs,Varebil,1 500 kg
7787,341900915,2020,106 779 km,Automat,Diesel,4 305 kr (avgifter),27.12.2019,Firehjulsdrift,190 Hk,1 660 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,2 200 kg
7788,341900910,2020,20 515 km,Automat,El + Bensin,4 305 kr (avgifter),27.01.2020,Forhjulsdrift,141 Hk,1 495 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,750 kg
7789,341899625,2020,93 660 km,Automat,Diesel,4 305 kr (avgifter),27.03.2020,Firehjulsdrift,184 Hk,1 586 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
7791,341898403,2020,75 099 km,Automat,El + Bensin,4 305 kr (avgifter),17.12.2020,Firehjulsdrift,457 Hk,2 466 kg,7,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 500 kg
7792,341897685,2020,74 250 km,Automat,Diesel,4 305 kr (avgifter),07.11.2019,Firehjulsdrift,184 Hk,1 559 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
7794,341896055,2020,47 626 km,Automat,El + Bensin,3 074 kr (avgifter),15.12.2020,Forhjulsdrift,116 Hk,1 085 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,450 kg
7797,341895157,2020,121 500 km,Automat,Diesel,1 476 kr (avgifter),30.09.2019,Forhjulsdrift,185 Hk,2 139 kg,3,Kasse,5,Bruktbil til salgs,Varebil,1 600 kg
7798,341894761,2020,15 900 km,Automat,Elektrisitet,7 129 kr (avgifter),23.09.2021,Bakhjulsdrift,269 Hk,2 111 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,750 kg
7800,341894468,2020,80 000 km,Automat,Bensin,4 305 kr (avgifter),07.07.2020,Firehjulsdrift,190 Hk,1 420 kg,5,SUV/Offroad,4,Bruktbil til salgs,Personbil,1 700 kg
7801,341894266,2020,48 000 km,Automat,Bensin,4 305 kr (avgifter),22.10.2019,Firehjulsdrift,190 Hk,1 420 kg,5,SUV/Offroad,4,Bruktbil til salgs,Personbil,1 700 kg
7804,341891662,2020,176 600 km,Automat,Diesel,1 476 kr (avgifter),13.05.2020,Forhjulsdrift,177 Hk,1 682 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 200 kg
7805,341891669,2020,77 900 km,Automat,Diesel,4 305 kr (avgifter),05.11.2020,Forhjulsdrift,131 Hk,1 568 kg,7,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
7806,341891598,2020,11 200 km,Automat,Diesel,1 476 kr (avgifter),02.12.2019,Forhjulsdrift,120 Hk,1 611 kg,3,Kasse,5,Bruktbil til salgs,Varebil,1 464 kg
7807,341891310,2020,38 100 km,Automat,Bensin,4 672 kr (avgifter),29.01.2021,Forhjulsdrift,95 Hk,1 110 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 000 kg
7808,341891075,2020,41 600 km,Automat,El + Bensin,7 129 kr (avgifter),07.01.2021,Firehjulsdrift,300 Hk,1 800 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 250 kg
7809,341890750,2020,34 014 km,Automat,El + Bensin,4 305 kr (avgifter),20.12.2019,Firehjulsdrift,224 Hk,1 890 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
7812,341889550,2020,44 000 km,Automat,El + Bensin,4 305 kr (avgifter),22.06.2020,Forhjulsdrift,225 Hk,1 769 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
7814,341888904,2020,54 000 km,Automat,Diesel,1 476 kr (avgifter),09.07.2020,Firehjulsdrift,213 Hk,2 337 kg,2,Pickup,4,Bruktbil til salgs,Varebil,3 500 kg
7816,341888300,2020,26 034 km,Automat,El + Bensin,4 305 kr (avgifter),16.12.2020,Forhjulsdrift,122 Hk,1 420 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,725 kg
7817,341887680,2020,58 500 km,Automat,Diesel,1 476 kr (avgifter),12.11.2020,Firehjulsdrift,213 Hk,2 481 kg,2,Pickup,4,Bruktbil til salgs,Varebil,2 500 kg
7820,341885914,2020,99 500 km,Automat,Diesel,4 305 kr (avgifter),23.12.2019,Firehjulsdrift,150 Hk,1 805 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 500 kg
7821,341884917,2020,80 600 km,Automat,Bensin,4 305 kr (avgifter),18.02.2020,Forhjulsdrift,130 Hk,1 430 kg,7,SUV/Offroad,5,Bruktbil til salgs,Personbil,950 kg
7825,341879932,2020,37 500 km,Automat,Elektrisitet,4 305 kr (avgifter),30.11.2020,Forhjulsdrift,204 Hk,1 685 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,300 kg
7827,341857253,2020,55 947 km,Automat,El + Bensin,4 305 kr (avgifter),16.01.2020,Firehjulsdrift,390 Hk,1 956 kg,5,Sedan,4,Bruktbil til salgs,Personbil,2 000 kg
7828,341865381,2020,43 000 km,Automat,Elektrisitet,4 305 kr (avgifter),04.06.2020,Firehjulsdrift,400 Hk,2 133 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,750 kg
7830,341864824,2020,79 464 km,Automat,Elektrisitet,4 305 kr (avgifter),11.12.2019,Firehjulsdrift,360 Hk,2 480 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 800 kg
7831,341864457,2020,38 322 km,Automat,El + Bensin,4 305 kr (avgifter),30.09.2020,Firehjulsdrift,222 Hk,1 655 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 650 kg
7832,341861103,2020,108 230 km,Automat,Diesel,1 476 kr (avgifter),19.08.2020,Bakhjulsdrift,163 Hk,2 852 kg,3,Kasse,4,Bruktbil til salgs,Varebil,2 000 kg
7833,341860183,2020,182 500 km,Automat,Diesel,1 476 kr (avgifter),11.12.2019,Firehjulsdrift,213 Hk,2 375 kg,2,Pickup,4,Bruktbil til salgs,Varebil,3 500 kg
7834,341857444,2020,32 200 km,Automat,El + Bensin,4 305 kr (avgifter),15.01.2020,Firehjulsdrift,224 Hk,1 890 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
7835,341843022,2020,58 579 km,Automat,El + Bensin,4 305 kr (avgifter),20.11.2019,Firehjulsdrift,390 Hk,1 990 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
7840,341834590,2020,72 800 km,Automat,Diesel,1 476 kr (avgifter),23.12.2020,Firehjulsdrift,241 Hk,2 360 kg,2,SUV/Offroad,5,Bruktbil til salgs,Varebil,3 500 kg
7841,341830743,2020,40 297 km,Manuell,Diesel,1 476 kr (avgifter),30.06.2020,Forhjulsdrift,150 Hk,1 642 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
7845,341827118,2020,37 000 km,Automat,Bensin,4 305 kr (avgifter),20.05.2020,Firehjulsdrift,300 Hk,1 549 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 700 kg
7846,341826805,2020,109 000 km,Automat,El + Bensin,4 305 kr (avgifter),28.11.2019,Firehjulsdrift,476 Hk,2 140 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 100 kg
7848,341822427,2020,32 000 km,Automat,Diesel,1 476 kr (avgifter),23.01.2020,Forhjulsdrift,102 Hk,1 590 kg,2,Kasse,4,Bruktbil til salgs,Varebil,1 500 kg
7849,341820459,2020,42 190 km,Manuell,Diesel,1 476 kr (avgifter),30.12.2020,Forhjulsdrift,150 Hk,1 642 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
7855,341811534,2020,49 800 km,Automat,El + Bensin,4 305 kr (avgifter),13.08.2020,Firehjulsdrift,224 Hk,1 890 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
7856,341811353,2020,115 237 km,Manuell,Diesel,1 476 kr (avgifter),29.12.2020,Forhjulsdrift,130 Hk,1 941 kg,3,Kasse,4,Bruktbil til salgs,Varebil,2 500 kg
7860,341808284,2020,97 250 km,Automat,Diesel,1 476 kr (avgifter),02.10.2020,Forhjulsdrift,130 Hk,1 430 kg,3,Kasse,5,Bruktbil til salgs,Varebil,1 000 kg
7861,341807998,2020,56 285 km,Automat,Elektrisitet,4 305 kr (avgifter),11.03.2020,Firehjulsdrift,425 Hk,2 480 kg,5,SUV/Offroad,4,Bruktbil til salgs,Personbil,1 800 kg
7867,341801620,2020,43 638 km,Automat,Diesel,4 305 kr (avgifter),04.11.2020,Forhjulsdrift,130 Hk,1 269 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
7868,341799034,2020,53 747 km,Automat,El + Bensin,4 305 kr (avgifter),28.12.2020,Forhjulsdrift,184 Hk,1 485 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,725 kg
7871,341798867,2020,95 600 km,Automat,Elektrisitet,4 305 kr (avgifter),09.03.2020,Firehjulsdrift,491 Hk,1 905 kg,5,Sedan,4,Bruktbil til salgs,Personbil,1 000 kg
7874,341796764,2020,14 584 km,Manuell,Diesel,1 476 kr (avgifter),10.12.2020,Forhjulsdrift,150 Hk,1 685 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
7875,341795049,2020,73 000 km,Automat,Diesel,1 476 kr (avgifter),30.06.2020,Firehjulsdrift,177 Hk,2 285 kg,2,SUV/Offroad,5,Bruktbil til salgs,Varebil,3 000 kg
7876,341792827,2020,40 775 km,Automat,Diesel,4 305 kr (avgifter),29.05.2020,Firehjulsdrift,184 Hk,1 464 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,2 000 kg
7879,341792451,2020,59 073 km,Automat,El + Bensin,4 305 kr (avgifter),17.12.2020,Firehjulsdrift,150 Hk,1 685 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 870 kg
7883,341789498,2020,71 300 km,Automat,Elektrisitet,4 305 kr (avgifter),06.01.2020,Firehjulsdrift,313 Hk,2 370 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 800 kg
7885,341789008,2020,166 000 km,Automat,Elektrisitet,4 305 kr (avgifter),09.01.2020,Firehjulsdrift,426 Hk,2 529 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 800 kg
7886,341786905,2020,83 600 km,Automat,Diesel,1 476 kr (avgifter),12.12.2019,Firehjulsdrift,150 Hk,1 455 kg,2,Kasse,4,Bruktbil til salgs,Varebil,1 500 kg
7887,341786229,2020,198 000 km,Automat,El + Bensin,4 305 kr (avgifter),03.03.2020,Forhjulsdrift,222 Hk,1 761 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 500 kg
7890,341784373,2020,35 900 km,Automat,Elektrisitet,Ikke oppgitt (avgifter),31.07.2020,Firehjulsdrift,408 Hk,2 495 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 800 kg
7894,341781872,2020,69 000 km,Automat,Diesel,1 476 kr (avgifter),06.04.2020,Firehjulsdrift,200 Hk,2 038 kg,2,Kasse,5,Bruktbil til salgs,Varebil,2 370 kg
7897,341778882,2020,94 500 km,Automat,Elektrisitet,4 305 kr (avgifter),13.12.2019,Forhjulsdrift,136 Hk,1 605 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 020 kg
7900,341778027,2020,68 500 km,Manuell,Diesel,1 476 kr (avgifter),15.07.2020,Forhjulsdrift,100 Hk,1 423 kg,3,Kasse,5,Bruktbil til salgs,Varebil,1 000 kg
7904,341777592,2020,46 000 km,Automat,Bensin,7 129 kr (avgifter),30.06.2020,Forhjulsdrift,181 Hk,1 528 kg,5,Sedan,5,Bruktbil til salgs,Personbil,1 600 kg
7907,341775742,2020,43 000 km,Manuell,Diesel,1 476 kr (avgifter),05.10.2020,Forhjulsdrift,122 Hk,1 685 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
7910,341775328,2020,74 500 km,Automat,El + Diesel,4 305 kr (avgifter),03.04.2020,Bakhjulsdrift,306 Hk,2 065 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 100 kg
7913,341773225,2020,65 000 km,Automat,El + Bensin,4 305 kr (avgifter),03.01.2020,Firehjulsdrift,394 Hk,2 510 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 700 kg
7914,341773100,2020,82 742 km,Manuell,Diesel,1 476 kr (avgifter),05.02.2020,Forhjulsdrift,122 Hk,1 685 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
7915,341772887,2020,70 967 km,Automat,El + Bensin,4 305 kr (avgifter),13.02.2020,Firehjulsdrift,390 Hk,2 161 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 100 kg
7917,341772725,2020,52 000 km,Automat,Elektrisitet,4 305 kr (avgifter),07.04.2020,Firehjulsdrift,313 Hk,2 468 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 800 kg
7919,341771051,2020,36 823 km,Automat,Bensin,4 305 kr (avgifter),06.07.2020,Forhjulsdrift,136 Hk,1 330 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 400 kg
